Address,City,Zip,SoldDate,Bathrooms,Bedrooms,LivingArea,LandArea,PropPrice,InflationRate,FederalInt,MonthID
11747 SW 113th Ter,Miami,33186,1/30/24,2,3,1834,4887,552500,3.09,5.33,1
10842 SW 142nd Ct,Miami,33186,1/29/24,2,4,2378,7501,655000,3.09,5.33,1
14911 SW 140th Ct,Miami,33186,1/29/24,2,3,1734,4400,456000,3.09,5.33,1
9030 SW 143rd Ave,Miami,33186,1/22/24,3,4,2362,5000,672000,3.09,5.33,1
15037 SW 127th Pl,Miami,33186,1/19/24,2,2,1095,2124,420000,3.09,5.33,1
12660 SW 121st Ave,Miami,33186,1/19/24,3,4,2831,6000,755000,3.09,5.33,1
12431 SW 147th Ter,Miami,33186,1/18/24,2,3,1464,2234,370000,3.09,5.33,1
12342 SW 145th St,Miami,33186,1/17/24,2,3,1578,3383,560000,3.09,5.33,1
12064 SW 133rd Ter,Miami,33186,1/17/24,2,4,2515,7501,500000,3.09,5.33,1
13450 SW 142nd Ter,Miami,33186,1/16/24,3,4,2080,3200,526000,3.09,5.33,1
9653 SW 142nd Pl,Miami,33186,1/12/24,2,2,1296,2583,450000,3.09,5.33,1
13991 SW 109th St,Miami,33186,1/12/24,2,4,1922,7500,650000,3.09,5.33,1
11014 SW 123rd Pl,Miami,33186,1/12/24,2,2,1003,2310,375000,3.09,5.33,1
12966 SW 150th Ter,Miami,33186,1/11/24,2,3,1314,4206,530000,3.09,5.33,1
11711 SW 92nd Ter,Miami,33186,1/10/24,2,3,1830,2474,400000,3.09,5.33,1
14563 SW 113th Ln,Miami,33186,1/9/24,3,3,1638,4799,735000,3.09,5.33,1
9714 SW 146th Ct,Miami,33186,1/8/24,2,2,1110,3750,510000,3.09,5.33,1
13900 SW 108th St,Miami,33186,1/8/24,3,3,1913,7500,690000,3.09,5.33,1
11424 SW 134th Ave,Miami,33186,1/8/24,2,3,1800,3872,505500,3.09,5.33,1
10525 SW 138th Ct,Miami,33186,1/5/24,2,4,2014,9526,215700,3.09,5.33,1
10908 SW 134th Ave,Miami,33186,1/5/24,2,3,1505,5375,530000,3.09,5.33,1
13036 SW 108th St,Miami,33186,1/5/24,2,3,1761,4371,640000,3.09,5.33,1
11500 SW 144th Path,Miami,33186,1/4/24,2,3,1648,5501,325000,3.09,5.33,1
11216 SW 132nd Ct W,Miami,33186,1/4/24,3,2,1253,971,369000,3.09,5.33,1
14203 SW 145th Pl,Miami,33186,1/4/24,2,4,1719,4500,550000,3.09,5.33,1
13041 SW 106th St,Miami,33186,1/2/24,3,3,1832,8000,730000,3.09,5.33,1
12063 SW 125th St,Miami,33186,1/2/24,2,3,1450,5527,510000,3.09,5.33,1
14462 SW 144th Ct,Miami,33186,1/2/24,3,4,1453,8262,585000,3.09,5.33,1
14353 SW 96th Ln,Miami,33186,12/29/23,2.5,2,1592,1189,470000,3.35,5.33,12
12532 SW 143rd Ln,Miami,33186,12/28/23,2.5,3,1550,2195,470000,3.35,5.33,12
13540 SW 136th Ter,Miami,33186,12/28/23,2,3,1668,7004,600000,3.35,5.33,12
15112 SW 141st Pl,Miami,33186,12/26/23,2,3,1548,4400,510000,3.35,5.33,12
9930 SW 136th Ct,Miami,33186,12/22/23,3,4,2680,4500,625000,3.35,5.33,12
12201 SW 100th St,Miami,33186,12/21/23,3,5,4274,0.48,600000,3.35,5.33,12
9402 SW 125th Pl,Miami,33186,12/21/23,3,3,1780,2108,450000,3.35,5.33,12
11839 SW 99th Ln,Miami,33186,12/20/23,3,2,1250,1657,465000,3.35,5.33,12
14207 SW 126th Pl,Miami,33186,12/20/23,2.5,3,1558,2038,470000,3.35,5.33,12
12994 SW 135th St,Miami,33186,12/20/23,2.5,3,1736,1799,450000,3.35,5.33,12
11848 SW 99th St,Miami,33186,12/19/23,2.5,3,1382,1925,490000,3.35,5.33,12
11727 SW 93rd Ter,Miami,33186,12/18/23,2,3,1666,5125,615000,3.35,5.33,12
10125 SW 139th Pl,Miami,33186,12/18/23,2,3,1561,5627,547000,3.35,5.33,12
13234 SW 128th Path,Miami,33186,12/18/23,2.5,3,1552,1498,469900,3.35,5.33,12
11023 SW 143rd Pl,Miami,33186,12/15/23,2,2,1311,4487,598000,3.35,5.33,12
14444 SW 97th Ter,Miami,33186,12/14/23,2,3,1995,6462,635000,3.35,5.33,12
12413 SW 112th Ter,Miami,33186,12/13/23,1,2,1015,2064,430000,3.35,5.33,12
14121 SW 129th Ct,Miami,33186,12/13/23,3,5,2622,8396,898000,3.35,5.33,12
10440 SW 123rd Ct,Miami,33186,12/12/23,2,4,1628,7575,650000,3.35,5.33,12
9854 SW 118th Ave,Miami,33186,12/11/23,3,3,1610,3005,610000,3.35,5.33,12
9502 SW 127th Ave,Miami,33186,12/11/23,2,3,1463,7500,690000,3.35,5.33,12
12288 SW 122nd St,Miami,33186,12/8/23,3,3,1968,1800,512000,3.35,5.33,12
11231 SW 117th Ct,Miami,33186,12/7/23,2,2,1257,2556,330000,3.35,5.33,12
12731 SW 147th St,Miami,33186,12/5/23,2,4,1626,8700,575000,3.35,5.33,12
9912 SW 133rd Pl,Miami,33186,12/4/23,2,3,1867,7500,660000,3.35,5.33,12
14662 SW 114th Ter,Miami,33186,11/30/23,3,3,1641,4144,600000,3.14,5.33,11
11550 SW 122nd Pl,Miami,33186,11/30/23,1,2,1015,3933,340000,3.14,5.33,11
10729 SW 117th Ct,Miami,33186,11/30/23,2,4,1524,4750,625000,3.14,5.33,11
13960 SW 108th St,Miami,33186,11/29/23,2,4,2160,7501,640000,3.14,5.33,11
10500 SW 128th Pl,Miami,33186,11/22/23,2,3,1726,10350,637000,3.14,5.33,11
13600 SW 136th Ter,Miami,33186,11/22/23,2,3,1431,7004,625000,3.14,5.33,11
14815 SW 125th Ct,Miami,33186,11/21/23,1,2,1109,2079,379900,3.14,5.33,11
12843 SW 135th Ter,Miami,33186,11/21/23,2.5,3,1733,1498,500000,3.14,5.33,11
9357 SW 145th Pl,Miami,33186,11/17/23,3,4,2604,5450,700000,3.14,5.33,11
11911 SW 137th Ter,Miami,33186,11/17/23,2,3,1475,4243,560000,3.14,5.33,11
13250 N Calusa Club Dr,Miami,33186,11/16/23,3,5,3293,0.45,1109000,3.14,5.33,11
14261 SW 90th Ter,Miami,33186,11/14/23,3,4,2420,5362,710000,3.14,5.33,11
13600 SW 102nd Ln,Miami,33186,11/13/23,2,2,1227,3528,460000,3.14,5.33,11
14332 SW 103rd St,Miami,33186,11/13/23,2,3,1695,4500,610000,3.14,5.33,11
9604 SW 117th Ct,Miami,33186,11/9/23,3,3,2057,8800,747500,3.14,5.33,11
11745 SW 116th Ter,Miami,33186,11/8/23,3,4,1572,4856,425000,3.14,5.33,11
14224 SW 97th Ter,Miami,33186,11/7/23,2,3,1467,2617,450000,3.14,5.33,11
12522 SW 94th Ln,Miami,33186,11/6/23,3,3,1671,2108,475000,3.14,5.33,11
10812 SW 146th Ct,Miami,33186,11/6/23,2,3,1146,3800,450000,3.14,5.33,11
13411 SW 112th Ln,Miami,33186,11/6/23,3,4,1914,2761,531000,3.14,5.33,11
14027 SW 130th Ct,Miami,33186,11/2/23,3,3,1913,6743,645000,3.14,5.33,11
14005 SW 107th Ter,Miami,33186,10/31/23,2,3,2200,7500,690000,3.24,5.33,10
14313 SW 146th Ave,Miami,33186,10/31/23,2,4,1520,5625,585000,3.24,5.33,10
10230 Sugarwood Way,Miami,33186,10/30/23,4,3,1915,4726,610000,3.24,5.33,10
12821 SW 115th Ter,Miami,33186,10/30/23,2,3,2491,10350,750000,3.24,5.33,10
9126 SW 143rd Ave,Miami,33186,10/27/23,2,3,1934,5000,597000,3.24,5.33,10
14039 SW 150th Ter,Miami,33186,10/27/23,2,3,1397,3410,540000,3.24,5.33,10
9834 SW 133rd Ct,Miami,33186,10/26/23,2,4,1999,7500,776000,3.24,5.33,10
12431 SW 144th Ter,Miami,33186,10/26/23,2,3,1424,4873,525000,3.24,5.33,10
9949 SW 146th Pl,Miami,33186,10/25/23,2,2,1241,3600,450000,3.24,5.33,10
13617 SW 114th Ln,Miami,33186,10/24/23,2,3,1524,4466,485000,3.24,5.33,10
13861 SW 112th St,Miami,33186,10/23/23,3,5,2710,7900,709000,3.24,5.33,10
12780 SW 107th St,Miami,33186,10/23/23,2,4,1897,0.28,667000,3.24,5.33,10
12744 SW 119th Ter,Miami,33186,10/23/23,2,3,1758,8487,700000,3.24,5.33,10
13751 SW 108th St,Miami,33186,10/20/23,3,4,2220,7500,655000,3.24,5.33,10
14636 SW 115th Ter,Miami,33186,10/20/23,3,3,1506,4590,595000,3.24,5.33,10
14336 SW 134th Pl,Miami,33186,10/19/23,3,3,1440,2250,470000,3.24,5.33,10
9420 SW 124th Ct,Miami,33186,10/18/23,3,3,1484,2108,515000,3.24,5.33,10
11970 SW 94th St,Miami,33186,10/18/23,3,4,2690,8757,860000,3.24,5.33,10
14871 SW 136th Pl,Miami,33186,10/17/23,3,4,2496,10115,850000,3.24,5.33,10
13875 SW 103rd Ln,Miami,33186,10/16/23,2,4,2016,3420,610000,3.24,5.33,10
10921 SW 138th Ave,Miami,33186,10/16/23,2,4,1765,7664,700000,3.24,5.33,10
10230 SW 146th Ave,Miami,33186,10/16/23,3,3,1915,4725,610000,3.24,5.33,10
14578 SW 94th Ln,Miami,33186,10/13/23,3,4,2604,6484,570000,3.24,5.33,10
14530 SW 110th St,Miami,33186,10/12/23,2,5,1907,5490,645000,3.24,5.33,10
13120 SW 117th St,Miami,33186,10/12/23,3,4,2174,8302,740000,3.24,5.33,10
14642 SW 128 Court Rd,Miami,33186,10/12/23,3,3,1380,4002,570000,3.24,5.33,10
14640 SW 124th Pl,Miami,33186,10/12/23,2,3,1328,3640,480000,3.24,5.33,10
14911 SW 139th Pl,Miami,33186,10/11/23,2,3,1522,4400,500000,3.24,5.33,10
11716 SW 93rd Ter,Miami,33186,10/6/23,2,3,1593,5122,575000,3.24,5.33,10
11652 SW 142nd Ct,Miami,33186,10/6/23,3,3,2214,5227,490000,3.24,5.33,10
14900 SW 139th Ave,Miami,33186,10/5/23,2,3,1748,4400,565000,3.24,5.33,10
10732 SW 145th Ave,Miami,33186,10/3/23,2,3,1874,5170,520000,3.24,5.33,10
14957 SW 142nd Ct,Miami,33186,10/2/23,2,3,1734,4400,570000,3.24,5.33,10
13581 SW 151st Ter,Miami,33186,10/2/23,4,4,2438,8683,665000,3.24,5.33,10
12502 SW 147th Ter,Miami,33186,10/2/23,2,2,1168,2970,405000,3.24,5.33,10
12111 SW 97th Ter,Miami,33186,9/27/23,2,3,2059,8925,830000,3.7,5.33,9
12030 SW 135th Ter,Miami,33186,9/27/23,2,3,1441,7770,567500,3.7,5.33,9
11744 SW 133rd Ct,Miami,33186,9/26/23,2,3,1873,4576,685000,3.7,5.33,9
14334 SW 133rd Ct,Miami,33186,9/26/23,3,3,1762,2250,486000,3.7,5.33,9
11006 SW 138th Pl,Miami,33186,9/22/23,3,4,2395,7500,458000,3.7,5.33,9
11924 SW 101st Ter,Miami,33186,9/21/23,3,4,2734,0.28,72100,3.7,5.33,9
11838 SW 99th St,Miami,33186,9/21/23,2,3,1382,1916,515000,3.7,5.33,9
14264 SW 97th Ter,Miami,33186,9/18/23,3,3,1834,2634,490000,3.7,5.33,9
12704 SW 151st Ln,Miami,33186,9/18/23,3,2,1917,2125,463000,3.7,5.33,9
14908 SW 143rd Pl,Miami,33186,9/15/23,3,4,2493,4400,725000,3.7,5.33,9
12215 SW 144th Ter,Miami,33186,9/15/23,3,3,1732,1384,500000,3.7,5.33,9
13626 SW 102nd Ln,Miami,33186,9/14/23,2,2,1222,2217,460000,3.7,5.33,9
13854 SW 107th Ter,Miami,33186,9/14/23,2,3,1767,8712,688000,3.7,5.33,9
12355 SW 123rd Ter,Miami,33186,9/14/23,2.5,3,1968,1799,529000,3.7,5.33,9
13041 SW 132nd Ter,Miami,33186,9/12/23,2.5,3,1758,1825,450000,3.7,5.33,9
12351 SW 124th Ct,Miami,33186,9/11/23,2.5,3,1452,1430,495000,3.7,5.33,9
10264 SW 129th Ct,Miami,33186,9/8/23,2,3,1343,7546,730000,3.7,5.33,9
14513 SW 137th Ct,Miami,33186,9/8/23,2,3,1453,4527,576000,3.7,5.33,9
11783 SW 99th Ln,Miami,33186,9/5/23,2,3,1386,4668,560000,3.7,5.33,9
14240 SW 97th Ter,Miami,33186,9/5/23,2.5,3,1794,2635,490000,3.7,5.33,9
10352 SW 134th Pl,Miami,33186,9/1/23,3,4,1834,6909,695000,3.7,5.33,9
10384 SW 141st Ct,Miami,33186,9/1/23,2,3,1411,8127,575000,3.7,5.33,9
10411 SW 128th Ave,Miami,33186,8/30/23,2,4,1897,10349,575000,3.67,5.33,8
12233 SW 104th Ln,Miami,33186,8/30/23,2,3,1530,7500,699000,3.67,5.33,8
14564 SW 144th Ter,Miami,33186,8/30/23,2,3,1281,6123,518000,3.67,5.33,8
12465 SW 124th Ter,Miami,33186,8/30/23,2.5,3,1532,1533,465000,3.67,5.33,8
14332 SW 97th Ln,Miami,33186,8/29/23,3,3,1592,1190,465000,3.67,5.33,8
14610 SW 143rd Ct,Miami,33186,8/29/23,2,2,1443,4399,414000,3.67,5.33,8
11842 SW 102nd St,Miami,33186,8/25/23,3,3,1622,3126,500000,3.67,5.33,8
10218 SW 143rd Pl,Miami,33186,8/25/23,2,4,1671,4551,600000,3.67,5.33,8
12715 SW 114th Ter,Miami,33186,8/25/23,3,4,2612,7500,780008,3.67,5.33,8
10231 SW 137th Pl,Miami,33186,8/24/23,3,3,2076,2413,575000,3.67,5.33,8
14554 SW 143rd Pl,Miami,33186,8/23/23,2,3,1281,5343,460000,3.67,5.33,8
12820 SW 107th St,Miami,33186,8/21/23,2,4,1987,9900,800000,3.67,5.33,8
14650 SW 141st Pl,Miami,33186,8/17/23,2,4,2096,8946,700000,3.67,5.33,8
12157 SW 124th Ct,Miami,33186,8/17/23,3,3,1491,1451,495000,3.67,5.33,8
12527 SW 94th Ln,Miami,33186,8/16/23,2,2,1272,2108,410000,3.67,5.33,8
10401 SW 144th Ave,Miami,33186,8/16/23,2,4,1930,8398,520000,3.67,5.33,8
12409 SW 114th Ter,Miami,33186,8/15/23,2,3,1225,2713,410000,3.67,5.33,8
11736 SW 116th Ter,Miami,33186,8/15/23,3,3,1848,5335,545000,3.67,5.33,8
12900 SW 112th St,Miami,33186,8/11/23,2,3,1786,7403,725000,3.67,5.33,8
12455 SW 124th Path,Miami,33186,8/11/23,2.5,3,1793,1428,495000,3.67,5.33,8
13512 SW 102nd Ln,Miami,33186,8/9/23,2,2,1227,2208,390000,3.67,5.33,8
13695 SW 142nd Ter,Miami,33186,8/8/23,3,4,1742,3200,392600,3.67,5.33,8
12410 SW 95th Ter,Miami,33186,8/7/23,3,3,2594,5400,670000,3.67,5.33,8
11390 SW 136th Ave,Miami,33186,8/7/23,2,2,1173,3932,450000,3.67,5.33,8
11776 SW 92nd Ln,Miami,33186,8/1/23,2,4,2416,4408,3950,3.67,5.33,8
12440 SW 96th St,Miami,33186,7/31/23,3,5,2830,10114,949000,3.18,5.12,7
13531 SW 97th St,Miami,33186,7/31/23,2,4,1942,8175,777000,3.18,5.12,7
14446 SW 96th Ter,Miami,33186,7/31/23,2,3,1517,5629,540000,3.18,5.12,7
10465 SW 124th Ct,Miami,33186,7/31/23,2,4,1978,7500,630000,3.18,5.12,7
11736 SW 118th Ter,Miami,33186,7/31/23,2,3,1248,4000,485000,3.18,5.12,7
9335 SW 117th Ave,Miami,33186,7/28/23,2,3,1648,7538,345000,3.18,5.12,7
13730 SW 103rd Ter,Miami,33186,7/28/23,3,3,1819,2252,535000,3.18,5.12,7
14213 SW 100th Ln,Miami,33186,7/28/23,2,3,1622,5998,566500,3.18,5.12,7
12901 SW 148 Street Rd,Miami,33186,7/28/23,2,3,1975,7500,642500,3.18,5.12,7
13411 SW 144th Ter,Miami,33186,7/28/23,3,4,2404,5550,500000,3.18,5.12,7
12504 SW 110 S Canal St,Miami,33186,7/27/23,1,2,1015,2308,53500,3.18,5.12,7
14035 SW 150th Ter,Miami,33186,7/26/23,3,3,1734,5413,643074,3.18,5.12,7
11003 SW 125th Ct,Miami,33186,7/25/23,2,2,2310,2178,411000,3.18,5.12,7
13463 SW 108th Street Cir N,Miami,33186,7/24/23,2,3,1726,10600,619199,3.18,5.12,7
11715 SW 135th Pl,Miami,33186,7/24/23,3,3,1939,4680,615000,3.18,5.12,7
13723 SW 115th Ln,Miami,33186,7/24/23,3,3,1928,1742,502600,3.18,5.12,7
9390 SW 118th Pl,Miami,33186,7/21/23,2,3,1901,0.31,715000,3.18,5.12,7
12265 SW 105th Ln,Miami,33186,7/21/23,2,3,1661,7504,660000,3.18,5.12,7
12331 SW 105th St,Miami,33186,7/21/23,2,3,1530,7887,700000,3.18,5.12,7
9989 SW 146th Pl,Miami,33186,7/20/23,3,4,1695,5990,615000,3.18,5.12,7
14928 SW 143rd Pl,Miami,33186,7/20/23,2,3,1704,4400,515000,3.18,5.12,7
12901 SW 148th Street Rd,Miami,33186,7/20/23,2,3,1706,7500,642500,3.18,5.12,7
11185 SW 133rd Ct,Miami,33186,7/19/23,2,2,1117,2626,395000,3.18,5.12,7
10422 SW 138th Pl,Miami,33186,7/18/23,3,4,1802,7500,680000,3.18,5.12,7
11764 SW 108th Ln,Miami,33186,7/18/23,2,3,1156,2692,460000,3.18,5.12,7
12923 SW 133rd Ter,Miami,33186,7/18/23,3,3,1788,1742,70800,3.18,5.12,7
14444 SW 109th St,Miami,33186,7/14/23,2,3,1568,5350,642000,3.18,5.12,7
14301 SW 130th Ave,Miami,33186,7/14/23,3,4,2018,5035,792500,3.18,5.12,7
11930 SW 124th Ter,Miami,33186,7/12/23,2,3,1450,6602,575000,3.18,5.12,7
13980 SW 145th Ter,Miami,33186,7/12/23,3,4,2244,0.29,755000,3.18,5.12,7
12280 SW 122nd Path,Miami,33186,7/12/23,2.5,4,2074,1820,560000,3.18,5.12,7
13401 SW 113th Ter,Miami,33186,7/11/23,2,3,1510,2888,465000,3.18,5.12,7
14347 SW 135th Ave,Miami,33186,7/11/23,2.5,3,1622,2265,460000,3.18,5.12,7
15053 SW 142nd Ct,Miami,33186,7/7/23,2,3,1986,4400,510000,3.18,5.12,7
12870 SW 149th St,Miami,33186,7/7/23,2,3,1426,7500,625000,3.18,5.12,7
11846 SW 98th Ter,Miami,33186,7/6/23,2,3,1382,1925,445000,3.18,5.12,7
14239 SW 92nd St,Miami,33186,7/5/23,2,3,1810,5422,560000,3.18,5.12,7
9847 SW 117th Ct,Miami,33186,7/3/23,2,3,1386,5568,505000,3.18,5.12,7
12505 SW 95th Ter,Miami,33186,6/30/23,3,3,1990,5764,625000,2.97,5.08,6
10845 SW 136th Ct,Miami,33186,6/30/23,2,3,1726,0.31,708000,2.97,5.08,6
15025 SW 142nd Pl,Miami,33186,6/30/23,2,3,1734,4400,480000,2.97,5.08,6
9900 E Calusa Club Dr,Miami,33186,6/30/23,4,5,3697,0.4,1175000,2.97,5.08,6
11814 SW 102nd St,Miami,33186,6/29/23,3,3,1622,3126,540000,2.97,5.08,6
12415 SW 110 S Canal St,Miami,33186,6/29/23,2,2,1003,2308,380000,2.97,5.08,6
15014 SW 140th Ct,Miami,33186,6/29/23,2,3,1734,4400,560000,2.97,5.08,6
12374 SW 140th St,Miami,33186,6/29/23,3,4,2515,7633,705000,2.97,5.08,6
12708 SW 136th Ter,Miami,33186,6/28/23,5,4,2663,8200,985000,2.97,5.08,6
11857 SW 98th Ter,Miami,33186,6/27/23,3,3,1382,1925,475000,2.97,5.08,6
11019 SW 122nd Ct,Miami,33186,6/27/23,1,2,1015,3537,402500,2.97,5.08,6
13873 SW 151st Ln,Miami,33186,6/27/23,2,3,1619,4400,570250,2.97,5.08,6
11732 SW 106th Ter,Miami,33186,6/27/23,2.5,3,1676,1912,570000,2.97,5.08,6
13566 SW 118th Path,Miami,33186,6/26/23,2,3,1526,5000,525000,2.97,5.08,6
10260 SW 130th Ave,Miami,33186,6/23/23,3,4,3014,7524,780000,2.97,5.08,6
14955 SW 139th Ave,Miami,33186,6/23/23,3,3,1888,5842,635000,2.97,5.08,6
13881 SW 103rd Ln,Miami,33186,6/22/23,3,4,2048,3420,600000,2.97,5.08,6
13261 SW 100th Ter,Miami,33186,6/22/23,2,4,1999,7500,710000,2.97,5.08,6
13661 SW 101st Ln,Miami,33186,6/21/23,2,2,1222,2208,447000,2.97,5.08,6
12511 SW 110 S Canal St,Miami,33186,6/21/23,2,3,1225,3036,440000,2.97,5.08,6
12605 SW 91st St APT 213,Miami,33186,6/20/23,2.5,2,1140,1141,185000,2.97,5.08,6
10106 SW 146th Pl,Miami,33186,6/16/23,3,5,1695,3800,530000,2.97,5.08,6
10515 SW 124th Rd,Miami,33186,6/16/23,2,3,2121,7501,659000,2.97,5.08,6
13213 SW 146th St,Miami,33186,6/16/23,2,3,1879,8886,527000,2.97,5.08,6
10134 SW 118th Ct,Miami,33186,6/14/23,3,4,1818,3531,540000,2.97,5.08,6
10460 SW 125th Ave,Miami,33186,6/14/23,2,3,1235,7501,625000,2.97,5.08,6
13034 SW 132nd Ter,Miami,33186,6/14/23,2.5,3,1733,1799,483000,2.97,5.08,6
13444 SW 102nd Ln,Miami,33186,6/13/23,2,2,1222,3510,320000,2.97,5.08,6
14578 SW 124th Pl,Miami,33186,6/13/23,2,3,1369,3473,495000,2.97,5.08,6
11050 SW 143rd Pl,Miami,33186,6/12/23,2,4,1981,4869,670000,2.97,5.08,6
9993 SW 118th Pl,Miami,33186,6/9/23,2.5,3,1392,1925,475000,2.97,5.08,6
12010 SW 135th Ter,Miami,33186,6/9/23,2,3,1526,6826,559000,2.97,5.08,6
12716 SW 136th Ter,Miami,33186,6/8/23,4,3,2663,2765,6200,2.97,5.08,6
11818 SW 92nd Ter,Miami,33186,6/7/23,3,4,1799,2474,525000,2.97,5.08,6
11965 SW 101st Ter,Miami,33186,6/6/23,3,4,2505,0.31,700000,2.97,5.08,6
12235 SW 115th Ter,Miami,33186,6/6/23,2,3,1276,3933,417000,2.97,5.08,6
12553 SW 118th Ln,Miami,33186,6/5/23,2,3,1104,2713,415000,2.97,5.08,6
15003 SW 127 Circle Pl N,Miami,33186,6/2/23,2,3,1200,2478,404000,2.97,5.08,6
14451 SW 124th Pl,Miami,33186,6/2/23,3,3,1810,4539,550000,2.97,5.08,6
14311 SW 90th Ter,Miami,33186,5/31/23,2,3,1934,5000,550000,4.05,5.06,5
10944 SW 135th Court Cir,Miami,33186,5/31/23,3,4,1939,5165,605000,4.05,5.06,5
13507 SW 118th Psge,Miami,33186,5/31/23,2,4,1526,5250,575000,4.05,5.06,5
9451 SW 145th Pl,Miami,33186,5/30/23,3,4,2604,6686,640000,4.05,5.06,5
14602 SW 114th Ter,Miami,33186,5/30/23,2.5,3,1453,4491,485000,4.05,5.06,5
13161 SW 141st St,Miami,33186,5/30/23,2,3,1750,0.25,665000,4.05,5.06,5
14282 SW 122nd Ct,Miami,33186,5/26/23,3,4,2553,8041,700000,4.05,5.06,5
13133 SW 142nd St,Miami,33186,5/25/23,2,3,1454,5000,540000,4.05,5.06,5
10050 SW 145th Pl,Miami,33186,5/23/23,2,4,1810,6493,600000,4.05,5.06,5
13557 SW 119th Ave,Miami,33186,5/23/23,3,4,2112,5000,670000,4.05,5.06,5
12511 SW 110th S Canal Street Rd,Miami,33186,5/23/23,2,3,1225,3036,440000,4.05,5.06,5
13100 N Calusa Club Dr,Miami,33186,5/19/23,3,4,3109,0.4,1300000,4.05,5.06,5
14828 SW 139th Pl,Miami,33186,5/19/23,3,3,1988,5670,608500,4.05,5.06,5
14040 SW 122nd Ct,Miami,33186,5/19/23,2,4,1974,7656,567000,4.05,5.06,5
13241 SW 100th Ter,Miami,33186,5/18/23,2,4,1999,0.33,675000,4.05,5.06,5
10195 SW 139th Pl,Miami,33186,5/18/23,2,3,1500,5513,500000,4.05,5.06,5
13130 N Calusa Club Dr,Miami,33186,5/15/23,4,4,3229,0.36,1300000,4.05,5.06,5
12041 SW 126th Ter,Miami,33186,5/15/23,4,3,2911,6000,695000,4.05,5.06,5
14561 SW 95th Ln,Miami,33186,5/11/23,2,3,1330,5814,560000,4.05,5.06,5
13540 SW 110th Ter,Miami,33186,5/11/23,2,3,1327,2644,200000,4.05,5.06,5
13341 SW 110th Ter,Miami,33186,5/11/23,3,4,1913,1916,420000,4.05,5.06,5
14413 SW 142nd Ct,Miami,33186,5/11/23,3,3,1958,2613,464000,4.05,5.06,5
13335 SW 142nd Ter,Miami,33186,5/10/23,2,3,1624,2252,300000,4.05,5.06,5
11728 SW 91st Ter,Miami,33186,5/9/23,3,3,1588,2474,490000,4.05,5.06,5
13250 SW 114th Ter,Miami,33186,5/9/23,2.5,2,1250,971,378000,4.05,5.06,5
10500 SW 135th Ct,Miami,33186,5/8/23,2,3,1726,9886,580000,4.05,5.06,5
11218 SW 117th Ct,Miami,33186,5/5/23,2,2,1236,1981,360000,4.05,5.06,5
12254 SW 144th Ter,Miami,33186,5/5/23,2,4,1862,4911,565000,4.05,5.06,5
13048 SW 136th Ter,Miami,33186,5/5/23,3,3,1759,8696,619000,4.05,5.06,5
11001 SW 141st Ave,Miami,33186,5/4/23,2,4,1956,7875,665000,4.05,5.06,5
11864 SW 97th Ter,Miami,33186,5/3/23,2,3,1382,1759,440000,4.05,5.06,5
10275 SW 139th Pl,Miami,33186,5/3/23,2,3,1561,7671,618000,4.05,5.06,5
10817 SW 132 Circle Ct,Miami,33186,5/3/23,2,2,1173,4029,380000,4.05,5.06,5
11990 SW 92nd St,Miami,33186,5/2/23,3,5,2844,7756,760000,4.05,5.06,5
14661 SW 99th St,Miami,33186,5/2/23,2,3,1695,3800,550000,4.05,5.06,5
13238 SW 114th Ter,Miami,33186,5/2/23,2,3,1320,1115,437000,4.05,5.06,5
13854 SW 102nd Ter,Miami,33186,5/1/23,2,3,1401,2003,430000,4.05,5.06,5
11045 SW 139th Ct,Miami,33186,5/1/23,2,4,1919,9259,700000,4.05,5.06,5
14425 SW 110th St,Miami,33186,4/28/23,2,4,1568,4743,600000,4.93,4.83,4
13036 SW 108th Street Cir,Miami,33186,4/28/23,2,3,1761,4371,455000,4.93,4.83,4
14210 SW 116th Ter,Miami,33186,4/27/23,3,4,2358,4275,719000,4.93,4.83,4
13528 SW 108 Street Cir,Miami,33186,4/27/23,1.5,2,1323,4225,475000,4.93,4.83,4
13340 SW 122nd Ave,Miami,33186,4/27/23,4,3,2706,0.27,800000,4.93,4.83,4
15040 SW 145th Ct,Miami,33186,4/25/23,2,3,1611,7500,645900,4.93,4.83,4
12430 SW 143rd Ln,Miami,33186,4/25/23,2,4,1974,5850,575000,4.93,4.83,4
12429 SW 94th Ln,Miami,33186,4/24/23,3,3,1671,2108,325000,4.93,4.83,4
10422 SW 144th Ct,Miami,33186,4/24/23,2,4,1930,8000,620000,4.93,4.83,4
11910 SW 131st Ave,Miami,33186,4/24/23,2,4,2136,8700,690000,4.93,4.83,4
11105 SW 129th Ct,Miami,33186,4/21/23,2,4,2024,8133,696000,4.93,4.83,4
13021 SW 119th St,Miami,33186,4/21/23,2,4,2693,7824,680000,4.93,4.83,4
13528 SW 108th Street Cir N,Miami,33186,4/21/23,2,2,1472,4225,475000,4.93,4.83,4
9601 SW 122nd Ct,Miami,33186,4/20/23,4,4,3927,0.36,1095000,4.93,4.83,4
12540 SW 118th Ln,Miami,33186,4/18/23,2,3,1225,2713,417000,4.93,4.83,4
12461 SW 95th Ter,Miami,33186,4/17/23,4,5,2595,5222,380000,4.93,4.83,4
12044 SW 125th St,Miami,33186,4/17/23,2,3,1924,5575,580000,4.93,4.83,4
