Property URL,MLS ID,Listing description,Property type,Number of days on Zillow,Property price (USD),Price was cut,Price cut amount (USD),Price cut date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Broker name,Broker agent,Street address,City,Zip,State,Country,FederalInt
https://www.zillow.com/homedetails/4158-S-White-Dr-Chandler-AZ-85249/67807365_zpid/,,House for sale,Single Family,,759900,No,,,2848,sqft,266.82,7861,sqft,4,3,"Real Broker AZ, LLC",,4158 S White Dr,Chandler,85249,AZ,USA,5.33
https://www.zillow.com/homedetails/1021-S-Bogle-Ct-Chandler-AZ-85286/59262381_zpid/,,House for sale,Single Family,2,449900,No,,,1363,sqft,330.08,4424,sqft,3,2,Integrity All Stars,,1021 S Bogle Ct,Chandler,85286,AZ,USA,5.33
https://www.zillow.com/homedetails/6863-S-Sawgrass-Ct-Chandler-AZ-85249/8224850_zpid/,,House for sale,Single Family,7,299000,No,,,995,sqft,300.5,3443,sqft,2,2,Keller Williams Integrity First,,6863 S Sawgrass Ct,Chandler,85249,AZ,USA,5.33
https://www.zillow.com/homedetails/4180-S-Ambrosia-Dr-Chandler-AZ-85248/60049990_zpid/,,House for sale,Single Family,5,2200000,No,,,4039,sqft,544.69,0.44,acres,4,4,RETSY,,4180 S Ambrosia Dr,Chandler,85248,AZ,USA,5.33
https://www.zillow.com/homedetails/1643-E-Wildhorse-Pl-Chandler-AZ-85286/55273727_zpid/,,House for sale,Single Family,142,615000,Yes,14000,10/26/2023,2566,sqft,239.67,7587,sqft,5,3,Keller Williams Integrity First,,1643 E Wildhorse Pl,Chandler,85286,AZ,USA,5.33
https://www.zillow.com/homedetails/1780-E-Linda-Ln-Chandler-AZ-85225/8282667_zpid/,,House for sale,Single Family,,649900,No,,,2136,sqft,304.26,7122,sqft,3,2,Launch Powered By Compass,,1780 E Linda Ln,Chandler,85225,AZ,USA,5.33
https://www.zillow.com/homedetails/228-E-Carob-Dr-Chandler-AZ-85286/95078385_zpid/,,House for sale,Single Family,,545000,No,,,1726,sqft,315.76,5538,sqft,3,2,eXp Realty,,228 E Carob Dr,Chandler,85286,AZ,USA,5.33
https://www.zillow.com/homedetails/1985-W-Raven-Dr-Chandler-AZ-85286/8210843_zpid/,,House for sale,Single Family,2,498000,No,,,1509,sqft,330.02,8786,sqft,3,3,RE/MAX Fine Properties,,1985 W Raven Dr,Chandler,85286,AZ,USA,5.33
https://www.zillow.com/homedetails/3530-S-Springs-Dr-Chandler-AZ-85286/58749272_zpid/,,House for sale,Single Family,,549900,Yes,20000,01/02/2024,2080,sqft,264.38,7504,sqft,4,2,Ensign Properties Corp,,3530 S Springs Dr,Chandler,85286,AZ,USA,5.33
https://www.zillow.com/homedetails/1278-E-Thompson-Way-Chandler-AZ-85286/67792813_zpid/,,House for sale,Single Family,5,399900,No,,,985,sqft,405.99,3850,sqft,2,2,Limitless Real Estate,,1278 E Thompson Way,Chandler,85286,AZ,USA,5.33
https://www.zillow.com/homedetails/2890-N-El-Dorado-Dr-Chandler-AZ-85224/8202131_zpid/,,House for sale,Single Family,4,419900,No,,,1405,sqft,298.86,3833,sqft,2,2,Sonoran Skies Properties,,2890 N El Dorado Dr,Chandler,85224,AZ,USA,5.33
https://www.zillow.com/homedetails/499-N-Evergreen-St-Chandler-AZ-85225/8186942_zpid/,,House for sale,Single Family,,480000,Yes,10000,02/16/2024,1300,sqft,369.23,9500,sqft,3,2,Realty ONE Group,,499 N Evergreen St,Chandler,85225,AZ,USA,5.33
https://www.zillow.com/homedetails/6104-S-Teresa-Dr-Chandler-AZ-85249/25776455_zpid/,,House for sale,Single Family,,750000,Yes,25000,01/30/2024,3114,sqft,240.85,9266,sqft,4,3,Coldwell Banker Realty,,6104 S Teresa Dr,Chandler,85249,AZ,USA,5.33
https://www.zillow.com/homedetails/471-W-Detroit-St-Chandler-AZ-85225/8187446_zpid/,,House for sale,Single Family,,429000,Yes,10000,02/16/2024,776,sqft,552.84,7549,sqft,2,2,Kenneth James Realty,,471 W Detroit St,Chandler,85225,AZ,USA,5.33
https://www.zillow.com/homedetails/2402-E-Winged-Foot-Dr-Chandler-AZ-85249/51174438_zpid/,,House for sale,Single Family,,565000,Yes,20000,02/08/2024,2385,sqft,236.9,7536,sqft,4,3,Realty ONE Group,,2402 E Winged Foot Dr,Chandler,85249,AZ,USA,5.33
https://www.zillow.com/homedetails/3282-W-Venice-Way-Chandler-AZ-85226/8265456_zpid/,,House for sale,Single Family,41,635000,No,,,2160,sqft,293.98,8272,sqft,4,2,West USA Realty,,3282 W Venice Way,Chandler,85226,AZ,USA,5.33
https://www.zillow.com/homedetails/2731-E-Coconino-Dr-Chandler-AZ-85249/59262702_zpid/,,House for sale,Single Family,6,899000,No,,,3338,sqft,269.32,10279,sqft,4,4,Silverleaf Realty,,2731 E Coconino Dr,Chandler,85249,AZ,USA,5.33
https://www.zillow.com/homedetails/445-E-Lynx-Way-Chandler-AZ-85249/60985824_zpid/,,House for sale,Single Family,18,1399000,No,,,4055,sqft,345.01,0.29,acres,5,4,HomeSmart,,445 E Lynx Way,Chandler,85249,AZ,USA,5.33
https://www.zillow.com/homedetails/931-W-Oriole-Way-Chandler-AZ-85286/50194912_zpid/,,House for sale,Single Family,6,609999,No,,,1985,sqft,307.3,8078,sqft,3,3,ProSmart Realty,,931 W Oriole Way,Chandler,85286,AZ,USA,5.33
https://www.zillow.com/homedetails/2367-S-Sean-Ct-Chandler-AZ-85286/8226868_zpid/,,House for sale,Single Family,,469000,Yes,500,02/09/2024,1233,sqft,380.37,5706,sqft,3,2,Long Realty The FOX Group,,2367 S Sean Ct,Chandler,85286,AZ,USA,5.33
https://www.zillow.com/homedetails/3870-W-Whitten-St-Chandler-AZ-85226/8156074_zpid/,,House for sale,Single Family,,495500,No,,,1210,sqft,409.5,4927,sqft,3,2,My Home Group Real Estate,,3870 W Whitten St,Chandler,85226,AZ,USA,5.33
https://www.zillow.com/homedetails/1283-W-Glenmere-Dr-Chandler-AZ-85224/8207340_zpid/,,House for sale,Single Family,,538000,Yes,2000,02/16/2024,1776,sqft,302.93,6377,sqft,4,3,My Home Group Real Estate,,1283 W Glenmere Dr,Chandler,85224,AZ,USA,5.33
https://www.zillow.com/homedetails/5461-W-Whitten-St-Chandler-AZ-85226/8266003_zpid/,,House for sale,Single Family,4,609000,No,,,2185,sqft,278.72,7941,sqft,4,3,NORTH&CO.,,5461 W Whitten St,Chandler,85226,AZ,USA,5.33
https://www.zillow.com/homedetails/26018-S-New-Town-Dr-Chandler-AZ-85248/8218297_zpid/,,House for sale,Single Family,3,360000,No,,,1012,sqft,355.73,7375,sqft,2,2,Realty Executives,,26018 S New Town Dr,Chandler,85248,AZ,USA,5.33
https://www.zillow.com/homedetails/1545-E-Morelos-St-Chandler-AZ-85225/8205285_zpid/,,House for sale,Single Family,,599900,Yes,18100,02/08/2024,1829,sqft,327.99,8289,sqft,4,3,HomeSmart,,1545 E Morelos St,Chandler,85225,AZ,USA,5.33
https://www.zillow.com/homedetails/4135-E-Grand-Canyon-Dr-Chandler-AZ-85249/121421884_zpid/,,House for sale,Single Family,4,674990,No,,,1980,sqft,340.9,7200,sqft,3,2,NORTH&CO.,,4135 E Grand Canyon Dr,Chandler,85249,AZ,USA,5.33
https://www.zillow.com/homedetails/1780-E-Buffalo-St-Chandler-AZ-85225/8222984_zpid/,,House for sale,Single Family,,540000,Yes,10000,02/16/2024,2138,sqft,252.57,9413,sqft,4,3,SunnyHill Realty,,1780 E Buffalo St,Chandler,85225,AZ,USA,5.33
https://www.zillow.com/homedetails/521-W-Kaibab-Pl-Chandler-AZ-85248/95092782_zpid/,,House for sale,Single Family,1,1325000,No,,,3502,sqft,378.36,0.32,acres,5,4,KMF Real Estate LLC,,521 W Kaibab Pl,Chandler,85248,AZ,USA,5.33
https://www.zillow.com/homedetails/1713-E-Palm-Beach-Dr-Chandler-AZ-85249/8224948_zpid/,,House for sale,Single Family,1,350000,No,,,1029,sqft,340.14,2919,sqft,2,2,"Cactus Mountain Properties, LLC",,1713 E Palm Beach Dr,Chandler,85249,AZ,USA,5.33
https://www.zillow.com/homedetails/2141-E-Remington-Pl-Chandler-AZ-85286/40371727_zpid/,,House for sale,Single Family,,604999,Yes,9901,02/20/2024,2378,sqft,254.42,8500,sqft,4,3,Hague Partners,,2141 E Remington Pl,Chandler,85286,AZ,USA,5.33
https://www.zillow.com/homedetails/26401-S-Maricopa-Pl-Sun-Lakes-AZ-85248/8220508_zpid/,,Home for sale,Single Family,,299500,No,,,1696,sqft,176.59,7275,sqft,3,2,Luxe Real Estate Group,,26401 S Maricopa Pl,Sun Lakes,85248,AZ,USA,5.33
https://www.zillow.com/homedetails/62-W-Oakland-St-Chandler-AZ-85225/8187380_zpid/,,House for sale,Single Family,,494999,Yes,5000,02/13/2024,1455,sqft,340.21,8137,sqft,5,4,Valley Views RE,,62 W Oakland St,Chandler,85225,AZ,USA,5.33
https://www.zillow.com/homedetails/1815-E-Augusta-Ave-1A-Chandler-AZ-85249/2069108724_zpid/,,House for sale,Single Family,,248000,Yes,17000,02/13/2024,880,sqft,281.82,2104,sqft,2,2,"Weichert, Realtors - Courtney Valleywide",,1815 E Augusta Ave #1A,Chandler,85249,AZ,USA,5.33
https://www.zillow.com/homedetails/9029-E-Sun-Lakes-Blvd-N-Sun-Lakes-AZ-85248/8218741_zpid/,,Home for sale,Single Family,,289900,Yes,10000,02/09/2024,1837,sqft,157.81,6848,sqft,3,3,"Presidential Realty, LLC",,9029 E Sun Lakes Blvd N,Sun Lakes,85248,AZ,USA,5.33
https://www.zillow.com/homedetails/1790-S-Villas-Ln-Chandler-AZ-85286/8226790_zpid/,,House for sale,Single Family,,545000,No,,,1922,sqft,283.56,7187,sqft,3,2,Redfin Corporation,,1790 S Villas Ln,Chandler,85286,AZ,USA,5.33
https://www.zillow.com/homedetails/4930-W-Butler-Dr-Chandler-AZ-85226/8166863_zpid/,,House for sale,Single Family,17,615000,No,,,2561,sqft,240.14,8673,sqft,5,3,Realty Executives,,4930 W Butler Dr,Chandler,85226,AZ,USA,5.33
https://www.zillow.com/homedetails/555-W-Warner-Rd-LOT-61-Chandler-AZ-85225/2057164581_zpid/,,Home for sale,Single Family,233,99000,No,,,896,sqft,110.49,18.03,acres,2,2,Reiner Realty LLC,,555 W Warner Rd LOT 61,Chandler,85225,AZ,USA,5.33
